,Commit message,Class
248,add new server command added command feedback telnet available command ban stop restart kick save give unmute unban time setgroup setipgroup listips unwhitelist reload whitelist mute backup,extract
249,add hook support,extract
250,make class extendable add additional doc,extract
251,implement shift lock clean last commits remove commented updateinstance code refer r r need extracted different mouse part method remove extra repaint call mouseedit remove wip text object tab downgrade cursorinstance instancecomponent cursoric swap id object roomframe status bar opposite gm logical way remove edit mode editinstancesobject editinstancesdeleteunderlying hard keep date use swing directly add fixme tag object tab probably take git svn id http lateralgm svn sourceforge net svnroot lateralgm f f bc e cd,extract
252,jfg session scope plot add webui follow feature test sort startime pause end previous test next test also consider,extract
253,issue tfj add user geturlentity,extract
254,nrepl input area add hopefully work auto eval enter feature,extract
255,sgf modify gemfiredatasourcepostprocessor basis assume gemfire server configure bootstrapped spring subsequently sdg listregionsonserverfunction register add unit test gemfiredatasourcepostprocessor class,extract
256,bug byteskey add regression test,extract
257,clearcase plugin add option set time window merge change log entry git svn id http svn dev java net svn hudson trunk hudson plugins clearcase c de ed b c,extract
258,minor cleanup territoryaccess source code,extract
259,fix intention templates added tail recursion gutter marker improve automated error reportign bit try make kahlua runner open window remove default underline format tail call improve robustness parser error condition,extract
260,add processing option java client,extract
261,refactor,extract
262,make dynamicaddress independent class,extract
263,add check test hg actually available environment possible hg configure properly path command line use graphical application ides mac os x example one environment case test fail informative message rather generic file directory message explain problem,extract
264,add static setter method plugin,extract
265,addition demand retrieval service proxy via getremoteservicereferences targetid interface filter bug http bug eclipse org bug show bug cgi id,extract
266,add use discovered service id,extract
267,add res removeall command strip old help system change list command support multiple page,extract
268,patch add support callable statement jdbc driver patch submit paul bethe pmbethe yahoo com,extract
